Length,Diameter,Height,Age
0.245,0.175,0.055,5
0.315,0.23,0,6
0.36,0.27,0.09,6
0.375,0.28,0.08,6
0.415,0.31,0.095,6
0.455,0.35,0.135,7
0.48,0.35,0.105,6
0.485,0.375,0.125,8
0.51,0.39,0.125,8
0.52,0.395,0.125,10
0.555,0.43,0.14,9
0.585,0.465,0.15,9
0.585,0.46,0.15,11
0.585,0.455,0.155,12
0.61,0.49,0.16,8
0.61,0.475,0.15,9
0.615,0.53,0.17,9
0.62,0.465,0.14,8
0.625,0.505,0.175,8
0.625,0.48,0.175,10
0.635,0.48,0.145,10
0.64,0.525,0.175,9
0.66,0.505,0.19,11
0.66,0.485,0.155,8
0.66,0.515,0.155,10
0.68,0.55,0.175,11
0.69,0.58,0.195,10
0.72,0.545,0.195,11
0.275,0.2,0.07,6
0.33,0.245,0.065,6
0.33,0.26,0.085,7
0.365,0.28,0.09,7
0.365,0.27,0.09,6
0.42,0.31,0.1,8
0.435,0.335,0.11,7
0.435,0.325,0.1,7
0.44,0.325,0.11,8
0.485,0.365,0.09,8
0.495,0.385,0.125,10
0.51,0.405,0.125,7
0.52,0.41,0.14,11
0.54,0.42,0.14,8
0.54,0.415,0.155,10
0.55,0.445,0.125,11
0.56,0.44,0.155,11
0.575,0.45,0.12,12
0.575,0.45,0.15,10
0.575,0.46,0.165,10
0.58,0.46,0.135,8
0.58,0.425,0.155,10
0.59,0.45,0.16,9
0.6,0.46,0.155,11
0.62,0.485,0.145,11
0.625,0.495,0.16,13
0.625,0.495,0.155,9
0.625,0.495,0.175,9
0.625,0.5,0.175,10
0.625,0.47,0.145,13
0.625,0.485,0.165,10
0.635,0.5,0.18,10
0.645,0.5,0.15,9
0.645,0.51,0.165,11
0.69,0.535,0.185,11
0.695,0.56,0.185,10
0.515,0.39,0.12,8
0.545,0.405,0.13,8
0.62,0.465,0.145,10
0.63,0.49,0.15,9
0.63,0.515,0.16,11
0.64,0.49,0.18,9
0.37,0.275,0.08,6
0.395,0.31,0.085,7
0.4,0.3,0.115,6
0.41,0.305,0.1,7
0.455,0.335,0.105,8
0.48,0.335,0.125,7
0.485,0.375,0.11,8
0.5,0.36,0.12,8
0.515,0.395,0.125,9
0.52,0.4,0.14,8
0.545,0.45,0.15,8
0.545,0.43,0.14,8
0.55,0.435,0.125,9
0.55,0.43,0.18,10
0.55,0.385,0.13,8
0.555,0.43,0.125,8
0.56,0.45,0.145,11
0.565,0.465,0.15,9
0.57,0.445,0.16,10
0.575,0.48,0.17,10
0.585,0.51,0.16,11
0.59,0.45,0.155,8
0.595,0.475,0.155,10
0.6,0.47,0.13,9
0.61,0.365,0.155,9
0.615,0.475,0.205,11
0.625,0.5,0.18,12
0.625,0.49,0.19,11
0.63,0.485,0.18,11
0.63,0.53,0.175,13
0.635,0.485,0.155,11
0.635,0.5,0.175,12
0.635,0.5,0.18,9
0.65,0.495,0.16,9
0.67,0.525,0.18,9
0.675,0.52,0.175,9
0.675,0.51,0.15,11
0.68,0.545,0.185,11
0.7,0.545,0.215,10
0.71,0.545,0.175,11
0.715,0.565,0.18,9
0.72,0.59,0.205,11
0.42,0.305,0.1,7
0.48,0.35,0.1,7
0.48,0.365,0.13,8
0.51,0.41,0.155,9
0.515,0.4,0.14,8
0.56,0.42,0.18,9
0.56,0.42,0.14,8
0.57,0.45,0.15,9
0.605,0.465,0.155,10
0.625,0.48,0.16,9
0.64,0.505,0.175,9
0.65,0.525,0.185,9
0.3,0.215,0.05,4
0.35,0.265,0.09,7
0.455,0.35,0.13,9
0.46,0.365,0.11,8
0.49,0.375,0.115,8
0.5,0.385,0.12,8
0.54,0.415,0.135,9
0.55,0.42,0.145,11
0.55,0.445,0.11,10
0.555,0.435,0.145,8
0.57,0.425,0.14,10
0.58,0.45,0.14,10
0.58,0.425,0.145,11
0.585,0.47,0.17,10
0.585,0.45,0.15,11
0.595,0.455,0.14,9
0.6,0.5,0.17,11
0.615,0.495,0.155,9
0.63,0.505,0.155,11
0.63,0.49,0.155,11
0.635,0.495,0.175,10
0.645,0.535,0.19,10
0.65,0.505,0.165,11
0.655,0.525,0.18,13
0.655,0.5,0.22,13
0.67,0.535,0.19,11
0.67,0.525,0.2,11
0.695,0.53,0.21,10
0.695,0.55,0.195,11
0.77,0.605,0.175,11
0.28,0.215,0.07,6
0.33,0.23,0.08,7
0.35,0.25,0.075,6
0.37,0.28,0.09,7
0.43,0.315,0.115,8
0.435,0.33,0.095,6
0.44,0.35,0.11,6
0.475,0.37,0.11,8
0.475,0.36,0.14,8
0.48,0.355,0.11,8
0.56,0.44,0.135,9
0.585,0.475,0.165,11
0.585,0.455,0.17,11
0.385,0.255,0.1,8
0.39,0.31,0.085,7
0.39,0.29,0.1,7
0.405,0.3,0.085,7
0.475,0.365,0.115,10
0.5,0.38,0.125,9
0.515,0.4,0.125,8
0.52,0.385,0.165,10
0.55,0.43,0.13,10
0.56,0.43,0.155,8
0.565,0.45,0.165,11
0.59,0.44,0.135,10
0.6,0.475,0.205,9
0.625,0.485,0.15,10
0.71,0.555,0.195,12
